PUF_ID,sample,fpl,FWBscore,FSscore,SUBKNOWL1,FINGOALS,SAVEHABIT,FRUGALITY,AUTOMATED_1,AUTOMATED_2,ASK1_1,ASK1_2,SUBNUMERACY2,SUBNUMERACY1,CHANGEABLE,GOALCONF,LMscore,KHscore,ENDSMEET,HOUSING,LIVINGARRANGEMENT,HOUSERANGES,IMPUTATION_FLAG,VALUERANGES,MORTGAGE,SAVINGSRANGES,PRODHAVE_1,PRODHAVE_2,PRODHAVE_3,PRODHAVE_4,PRODHAVE_5,PRODHAVE_6,PRODHAVE_7,PRODHAVE_8,PRODHAVE_9,PRODUSE_1,PRODUSE_2,PRODUSE_3,PRODUSE_4,PRODUSE_5,PRODUSE_6,CONSPROTECT1,CONSPROTECT2,CONSPROTECT3,EARNERS,VOLATILITY,SNAP,COLLECT,REJECTED_1,REJECTED_2,ABSORBSHOCK,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,FRAUD2,COVERCOSTS,BORROW_1,BORROW_2,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,MANAGE2,PAIDHELP,HSLOC,PAREDUC,ON2correct,ON1correct,CONNECT,HEALTH,SCFHORIZON,DISCOUNT,MEMLOSS,DISTRESS,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PEM,HOUSESAT,SOCSEC1,LIFEEXPECT,HHEDUC,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,RETIRE,MILITARY,agecat,generation,PPEDUC,PPETHM,PPGENDER,PPHHSIZE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PCTLT200FPL,finalwt,SWB,ACT,PROPPLAN,MANAGE,MATHARDSHIP,FINSOC,MATERIALISM,SELFCONTROL,OUTLOOK
9693,1,3,49.0,57.0,5.0,1.0,5.0,6.0,7.0,7.0,4.0,4.0,6.0,6.0,4.0,3.0,3,0.242,2.0,1.0,4.0,1.0,0,1.0,1.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0,1,0,1,0,0,1,0,0,0,1,0,3.0,0.0,1.0,3.0,1,1,100.0,3.0,3.0,0,0.0,4.0,1,1,1,0,1,0,0,1,0,0,3.0,2.0,0.0,50.0,3.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,3,2,0,3,7,1,1,3,5,0,0,0,0,3,0.0,2.20690605440618,7.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0
11358,1,3,51.0,42.0,4.0,0.0,3.0,4.0,7.0,7.0,3.0,2.0,4.0,4.0,4.0,3.0,3,-0.909,1.0,1.0,2.0,4.0,0,1.0,2.0,4.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,8.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,3.0,0,1,50.0,3.0,3.0,1,0.0,3.0,1,1,0,0,1,0,0,0,0,0,6.0,4.0,0.0,60.0,4.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,3,4,0,1,6,1,1,3,7,0,0,0,0,1,0.0,0.905077424781217,6.0,3.0,3.0,3.0,2.0,7.0,3.0,3.0,3.0
8723,1,3,68.0,64.0,4.0,1.0,5.0,5.0,7.0,7.0,1.0,5.0,4.0,4.0,1.0,4.0,2,-0.188,1.0,2.0,2.0,4.0,0,0.0,0.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,3.0,1,1,3.0,5.0,3.0,1,0.0,3.0,1,1,0,0,0,0,0,0,0,0,7.0,3.0,0.0,100.0,4.0,0,1,0,0,0,0,0,0,4.0,0.0,1,4,3,1,1,2,6,5,1,2,3,0,0,0,0,2,0.0,1.16807222064516,7.0,4.0,4.0,4.0,1.0,6.0,3.0,3.0,4.0
12165,1,3,33.0,38.0,5.0,0.0,1.0,6.0,7.0,7.0,5.0,1.0,1.0,4.0,7.0,4.0,2,-0.909,3.0,2.0,2.0,7.0,0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,3.0,0.0,1.0,2.0,1,0,0.0,2.0,5.0,0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,4.0,2.0,0.0,50.0,2.0,0,0,0,0,0,1,0,0,4.0,0.0,4,2,2,4,0,2,4,1,1,4,9,0,0,0,0,2,0.0,0.841672455689242,5.0,4.0,4.0,4.0,2.0,0.0,3.0,2.0,2.0
10557,1,3,58.0,62.0,5.0,1.0,6.0,6.0,1.0,7.0,4.0,4.0,5.0,6.0,5.0,4.0,3,0.242,1.0,3.0,2.0,5.0,0,0.0,0.0,5.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,3.0,0.0,1.0,4.0,1,1,85.0,5.0,2.0,1,0.0,4.0,1,1,1,0,1,0,0,0,0,0,6.0,4.0,0.0,100.0,5.0,0,1,0,0,0,0,0,0,4.0,0.0,1,4,4,1,0,1,7,4,1,3,7,0,0,0,0,1,0.0,0.91484217551825,6.0,4.0,5.0,5.0,1.0,4.0,3.0,2.0,4.0
8316,1,3,57.0,43.0,5.0,1.0,6.0,5.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,3,1.267,1.0,1.0,2.0,5.0,0,3.0,2.0,5.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,4.0,1,1,90.0,3.0,3.0,0,0.0,4.0,1,1,1,1,1,0,0,0,0,0,5.0,4.0,0.0,10.0,4.0,0,1,0,0,0,0,0,0,4.0,0.0,4,3,4,1,0,4,9,1,1,1,1,0,0,0,0,4,0.0,0.815617648809735,5.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0
7319,1,2,49.0,43.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,1,-0.909,2.0,2.0,2.0,2.0,0,0.0,0.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,4.0,1,1,75.0,2.0,3.0,0,1.0,5.0,1,0,0,0,0,0,0,0,0,0,4.0,2.0,0.0,80.0,4.0,0,0,0,1,0,0,0,0,4.0,0.0,3,4,4,1,1,4,2,1,1,2,4,0,0,1,1,2,0.0,1.55089191896027,5.0,3.0,3.0,3.0,2.0,7.0,2.0,2.0,3.0
10914,1,3,46.0,44.0,3.0,1.0,4.0,5.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,3,0.712,1.0,1.0,2.0,6.0,0,3.0,1.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,3.0,1,0,95.0,5.0,3.0,0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,4.0,4.0,0.0,50.0,4.0,0,1,0,0,0,0,0,0,4.0,0.0,4,3,4,1,1,5,9,1,1,2,3,0,0,0,1,3,0.0,1.77400689273698,6.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,4.0
10558,1,3,49.0,42.0,4.0,0.0,4.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3,-0.188,2.0,2.0,3.0,4.0,0,0.0,0.0,4.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0,4.0,1,1,50.0,4.0,3.0,1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,5.0,3.0,0.0,100.0,4.0,0,0,0,0,1,0,0,0,4.0,0.0,1,4,3,1,1,5,9,4,1,2,3,0,0,0,0,4,0.0,2.35407141842184,6.0,3.0,3.0,3.0,1.0,5.0,4.0,3.0,4.0
9194,1,3,72.0,56.0,4.0,1.0,5.0,6.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,2,-0.188,1.0,2.0,2.0,4.0,0,0.0,0.0,6.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,2.0,1,1,50.0,4.0,4.0,0,0.0,2.0,0,1,1,0,0,0,0,1,0,0,3.0,3.0,0.0,100.0,5.0,0,0,0,1,0,0,0,0,4.0,1.0,4,3,2,1,1,2,8,1,1,1,2,0,0,0,0,2,0.0,1.18750354950659,7.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0
8724,1,3,59.0,59.0,6.0,1.0,5.0,6.0,0.0,1.0,5.0,5.0,4.0,6.0,3.0,3.0,3,0.242,1.0,1.0,2.0,5.0,0,2.0,2.0,4.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,1.0,2.0,1,1,100.0,3.0,4.0,1,0.0,4.0,0,1,0,0,1,0,0,1,0,0,6.0,3.0,0.0,100.0,5.0,1,0,0,0,0,0,0,0,4.0,0.0,5,2,5,1,0,2,9,1,1,3,5,0,0,0,0,2,0.0,0.928992531052044,6.0,4.0,3.0,4.0,1.0,6.0,2.0,3.0,4.0
7998,1,3,68.0,66.0,7.0,1.0,6.0,6.0,1.0,1.0,4.0,3.0,5.0,6.0,2.0,4.0,3,1.267,1.0,1.0,2.0,1.0,0,2.0,1.0,5.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,1.0,5.0,1,1,90.0,4.0,4.0,1,0.0,3.0,0,1,0,0,0,0,1,1,0,0,7.0,4.0,0.0,75.0,5.0,1,0,0,0,0,0,0,0,4.0,0.0,4,3,5,1,1,3,9,1,1,2,4,0,0,0,0,3,0.0,1.33345257387537,6.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0
8124,1,3,63.0,71.0,7.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,6.0,6.0,2.0,4.0,3,1.267,1.0,1.0,2.0,6.0,0,1.0,1.0,6.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,1.0,4.0,1,1,85.0,5.0,3.0,0,0.0,4.0,0,0,0,0,0,0,0,1,0,0,7.0,4.0,0.0,100.0,5.0,1,0,0,0,0,0,0,0,4.0,0.0,3,3,4,1,0,4,9,1,1,3,7,0,0,0,1,2,0.0,0.986328867452414,7.0,4.0,4.0,4.0,1.0,6.0,3.0,2.0,4.0
10915,2,3,53.0,50.0,5.0,1.0,4.0,5.0,0.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,3,0.712,1.0,1.0,2.0,5.0,0,3.0,3.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,1.0,2.0,1,1,100.0,4.0,3.0,1,1.0,3.0,0,0,1,0,1,1,0,1,1,0,2.0,4.0,1.0,100.0,4.0,0,0,0,0,0,0,0,1,3.0,0.0,7,1,4,1,1,2,7,3,1,4,9,0,0,0,0,2,0.0,0.589284193232421,6.0,4.0,3.0,4.0,1.0,5.0,2.0,3.0,4.0
13104,1,3,65.0,71.0,6.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,6.0,4.0,4.0,3,0.712,1.0,1.0,2.0,5.0,0,4.0,2.0,7.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,1.0,2.0,1,1,90.0,4.0,5.0,1,0.0,4.0,0,1,0,1,1,0,0,1,0,0,5.0,4.0,0.0,90.0,5.0,0,1,0,0,0,0,0,0,4.0,0.0,4,2,3,1,0,2,9,1,1,2,4,0,0,0,0,2,0.0,0.992996267046333,2.0,4.0,5.0,5.0,1.0,2.0,4.0,3.0,3.0
9195,1,3,52.0,38.0,4.0,1.0,4.0,6.0,1.0,0.0,2.0,2.0,2.0,2.0,7.0,3.0,2,0.242,1.0,1.0,2.0,4.0,0,3.0,2.0,6.0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1,1,1,0,1,1,1,1,1,1,1,0,3.0,0.0,1.0,3.0,1,1,100.0,5.0,4.0,1,0.0,5.0,0,1,0,0,0,0,0,1,0,0,6.0,4.0,0.0,100.0,4.0,0,1,0,0,0,0,0,0,4.0,0.0,4,3,4,1,1,4,9,1,1,2,3,0,0,0,1,3,0.0,1.77400689273698,7.0,3.0,3.0,4.0,1.0,4.0,3.0,1.0,4.0
8527,1,3,78.0,85.0,7.0,1.0,6.0,6.0,1.0,1.0,5.0,2.0,6.0,6.0,3.0,4.0,3,0.242,1.0,1.0,2.0,4.0,0,2.0,2.0,6.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,1.0,4.0,0,1,50.0,4.0,3.0,1,0.0,1.0,0,1,0,0,0,0,0,0,0,0,1.0,4.0,0.0,100.0,5.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,4,1,0,3,8,5,0,4,8,0,0,0,0,3,0.0,0.815423511330989,7.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,5.0
9444,1,3,63.0,63.0,5.0,1.0,6.0,6.0,1.0,7.0,4.0,4.0,5.0,4.0,1.0,4.0,3,0.712,1.0,2.0,2.0,2.0,0,0.0,0.0,5.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,2.0,3.0,1,0,95.0,4.0,4.0,1,0.0,2.0,1,1,0,0,1,0,0,0,0,0,5.0,3.0,0.0,70.0,5.0,0,0,1,0,1,0,0,0,4.0,0.0,3,3,3,4,0,2,4,1,1,2,3,0,0,0,0,2,0.0,0.701113586091141,7.0,5.0,3.0,5.0,1.0,5.0,2.0,3.0,5.0
11501,1,2,49.0,54.0,5.0,1.0,4.0,6.0,7.0,7.0,4.0,4.0,3.0,4.0,6.0,3.0,3,-0.188,2.0,2.0,1.0,3.0,0,0.0,0.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,0.0,1.0,2.0,1,0,100.0,3.0,3.0,0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,5.0,3.0,1.0,1.0,3.0,1,0,0,0,0,0,0,1,2.0,0.0,8,1,3,1,1,1,1,4,1,4,9,0,0,0,0,1,0.0,1.31904785510923,5.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0
8956,1,3,45.0,47.0,5.0,1.0,3.0,6.0,7.0,7.0,4.0,1.0,6.0,3.0,3.0,3.0,3,-0.57,2.0,2.0,1.0,3.0,0,0.0,0.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,1.0,2.0,1,1,85.0,3.0,3.0,0,1.0,4.0,1,0,0,0,0,0,0,0,0,0,7.0,3.0,0.0,50.0,2.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,2,4,1,2,3,4,1,3,5,0,0,1,0,1,0.0,0.826776006164513,7.0,4.0,4.0,4.0,1.0,7.0,4.0,3.0,4.0
10764,1,3,67.0,57.0,5.0,1.0,6.0,6.0,1.0,0.0,3.0,3.0,5.0,4.0,3.0,4.0,3,0.712,1.0,1.0,2.0,1.0,0,4.0,1.0,7.0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,1.0,5.0,1,1,95.0,4.0,3.0,1,0.0,4.0,0,1,0,0,0,0,0,1,0,0,6.0,2.0,1.0,90.0,5.0,1,0,0,0,0,0,0,0,4.0,0.0,7,1,5,1,0,2,9,1,1,4,9,0,0,0,0,2,0.0,0.447015941810779,5.0,4.0,4.0,4.0,1.0,5.0,2.0,3.0,4.0
7385,1,3,70.0,76.0,6.0,1.0,5.0,6.0,1.0,0.0,5.0,2.0,4.0,5.0,2.0,4.0,3,-0.188,1.0,1.0,2.0,7.0,0,4.0,3.0,6.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,1.0,5.0,1,1,80.0,3.0,5.0,1,0.0,2.0,0,0,0,0,0,0,0,0,0,1,5.0,4.0,0.0,95.0,5.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,5,1,0,2,8,1,1,3,5,0,0,0,0,2,0.0,0.563158231354014,6.0,4.0,3.0,5.0,1.0,4.0,1.0,2.0,2.0
8528,1,3,31.0,28.0,5.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,2.0,3,0.242,2.0,1.0,2.0,7.0,0,4.0,3.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.0,1.0,3.0,0,1,95.0,3.0,3.0,0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,5.0,3.0,0.0,90.0,3.0,0,1,0,0,0,0,0,0,4.0,0.0,4,2,3,1,0,4,8,1,1,4,9,0,0,0,1,2,0.0,0.773123771609444,4.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0
14397,1,2,51.0,60.0,5.0,1.0,6.0,6.0,7.0,7.0,5.0,2.0,4.0,4.0,1.0,2.0,3,0.712,2.0,2.0,2.0,3.0,0,0.0,0.0,6.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,1,0,3.0,0.0,1.0,2.0,1,1,50.0,4.0,4.0,1,0.0,5.0,0,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,75.0,5.0,1,0,0,0,0,0,0,0,4.0,0.0,2,4,5,4,1,4,2,5,1,2,3,1,0,0,0,3,0.0,0.571151579043343,3.0,5.0,5.0,5.0,2.0,3.0,1.0,4.0,2.0
8317,1,3,61.0,54.0,4.0,1.0,6.0,6.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3,0.242,1.0,1.0,2.0,5.0,0,2.0,2.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,1.0,3.0,1,1,50.0,4.0,5.0,1,0.0,3.0,0,0,0,0,1,0,0,1,0,0,6.0,2.0,0.0,10.0,3.0,1,1,0,0,0,0,0,0,4.0,0.0,3,4,3,1,0,2,7,1,1,3,5,0,0,0,0,2,0.0,0.772729191715478,6.0,4.0,3.0,4.0,1.0,6.0,3.0,3.0,5.0
8125,1,3,60.0,55.0,6.0,1.0,4.0,6.0,0.0,1.0,4.0,3.0,4.0,6.0,6.0,4.0,3,0.242,1.0,1.0,2.0,7.0,0,3.0,3.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,0.0,1.0,2.0,1,1,65.0,3.0,3.0,1,0.0,4.0,0,0,0,0,0,0,0,0,0,1,6.0,4.0,0.0,75.0,4.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,4,1,0,2,8,5,1,4,9,0,0,0,0,2,0.0,0.792701232969205,5.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,5.0
8529,1,3,49.0,41.0,5.0,1.0,5.0,4.0,1.0,1.0,4.0,3.0,6.0,6.0,4.0,3.0,3,-0.188,1.0,3.0,1.0,6.0,0,0.0,0.0,7.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,1.0,5.0,1,1,75.0,3.0,5.0,1,0.0,5.0,0,0,0,0,0,0,0,0,0,1,3.0,2.0,0.0,50.0,5.0,0,1,0,0,0,0,0,0,4.0,0.0,2,4,5,3,0,1,7,4,1,1,2,0,0,0,0,1,0.0,0.886629853592856,4.0,3.0,4.0,5.0,1.0,5.0,4.0,2.0,3.0
12973,1,3,74.0,56.0,5.0,0.0,6.0,4.0,7.0,7.0,5.0,1.0,2.0,3.0,1.0,4.0,2,-0.57,1.0,1.0,2.0,4.0,0,1.0,2.0,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,1.0,5.0,0,1,75.0,4.0,1.0,1,0.0,3.0,0,1,0,0,0,0,0,0,0,0,7.0,4.0,1.0,100.0,3.0,0,0,0,0,0,0,0,1,2.0,0.0,6,2,3,1,1,2,7,1,1,4,8,0,0,0,0,2,0.0,0.456403041109179,6.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0
12017,1,2,61.0,49.0,4.0,1.0,3.0,6.0,1.0,0.0,3.0,2.0,3.0,5.0,6.0,4.0,2,0.242,1.0,2.0,2.0,5.0,0,0.0,0.0,5.0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,1.0,4.0,1,1,20.0,4.0,5.0,0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,5.0,2.0,0.0,40.0,5.0,0,0,0,0,0,0,0,0,4.0,0.0,2,4,5,1,0,5,5,1,1,3,5,1,1,1,0,2,0.0,0.497441028760054,6.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0
14187,1,3,32.0,46.0,3.0,0.0,1.0,4.0,7.0,7.0,3.0,3.0,1.0,2.0,4.0,2.0,3,0.242,2.0,3.0,3.0,1.0,0,0.0,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,1.0,4.0,0,1,30.0,3.0,1.0,0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,5.0,3.0,0.0,90.0,4.0,0,0,0,0,0,0,1,0,4.0,0.0,1,4,3,1,1,2,5,4,1,3,7,0,0,0,0,2,0.0,1.40604028789898,4.0,3.0,3.0,2.0,1.0,7.0,3.0,2.0,4.0
